th1,th2,th3,in1,in2,in3,mi1,mi2,mi3,ri1,ri2,ri3,pi1,pi2,pi3,pnx,pny,pnz,thumb_index_tip_dist,thumb_middle_tip_dist,hand_side,th_open,in_open,mi_open,ri_open,pi_open,ti_touch,tm_touch
25.630964279174805,3.5050442218780518,13.290114402770996,6.008213043212891,3.8831422328948975,5.188354969024658,4.958799362182617,2.17635178565979,3.7754995822906494,1.1561564207077026,3.392742872238159,3.7257208824157715,0.788619875907898,7.363649845123291,6.608112812042236,133.34646606445312,107.0671615600586,-469.8460693359375,1.7254232168197632,2.3295657634735107,0.0,1,1,1,1,1,0,0
26.69856071472168,3.8190715312957764,14.108805656433105,5.9653425216674805,4.01464319229126,5.341597080230713,5.32096004486084,2.1355130672454834,3.963106632232666,1.0269808769226074,2.8438117504119873,3.712212562561035,1.0870764255523682,7.592006683349609,6.381197452545166,136.8419952392578,109.05320739746094,-468.3819580078125,1.7346612215042114,2.3386142253875732,0.0,1,1,1,1,1,0,0
27.323904037475586,3.7193124294281006,14.190862655639648,5.603316307067871,4.034603595733643,5.255184173583984,5.489449977874756,2.4944369792938232,3.8812737464904785,1.3423548936843872,2.898716688156128,3.8131778240203857,1.2500768899917603,6.715610027313232,6.881720066070557,127.25547790527344,105.70606231689453,-471.8392333984375,1.740181565284729,2.349323034286499,0.0,1,1,1,1,1,0,0
26.35964584350586,3.5832996368408203,15.626997947692871,5.991495132446289,4.163023948669434,4.880459785461426,5.613882541656494,2.5495550632476807,3.7571184635162354,1.769142985343933,2.989455461502075,3.7177062034606934,1.9338769912719727,7.182013511657715,6.660945415496826,132.5124053955078,100.90196990966797,-471.44378662109375,1.7381517887115479,2.350506544113159,0.0,1,1,1,1,1,0,0
26.777204513549805,3.4007139205932617,14.99536418914795,5.752405643463135,4.293650150299072,5.024821758270264,5.47349214553833,2.292144298553467,3.6018872261047363,1.2519880533218384,3.129110813140869,3.700619697570801,1.9037600755691528,7.133513927459717,6.8558502197265625,131.94972229003906,105.78070831298828,-470.53131103515625,1.754148006439209,2.374455213546753,0.0,1,1,1,1,1,0,0
26.775060653686523,3.846663475036621,14.896438598632812,5.80748987197876,4.039488315582275,5.151915073394775,5.110355854034424,2.449415922164917,3.92475962638855,1.3655672073364258,2.7894999980926514,3.6581881046295166,1.7616163492202759,7.3914642333984375,6.627929210662842,131.5636749267578,103.19426727294922,-471.2132568359375,1.7544872760772705,2.3794779777526855,0.0,1,1,1,1,1,0,0
26.84521484375,3.8347389698028564,14.144210815429688,5.6101603507995605,4.234033107757568,5.2625298500061035,5.315099239349365,2.29280686378479,3.9393701553344727,1.1764020919799805,2.9040298461914062,3.6522130966186523,1.8929203748703003,7.239908218383789,6.642844200134277,130.91078186035156,106.1028823852539,-470.7489318847656,1.7465916872024536,2.3704769611358643,0.0,1,1,1,1,1,0,0
26.099470138549805,4.560788154602051,14.373784065246582,5.878917217254639,4.402961730957031,5.153742790222168,5.563443183898926,2.663213014602661,3.819383144378662,1.4215527772903442,3.1441659927368164,3.630155324935913,2.0420053005218506,7.261655807495117,6.702728748321533,133.2307891845703,101.0999755859375,-471.1988525390625,1.7495803833007812,2.368770122528076,0.0,1,1,1,1,1,0,0
26.216899871826172,4.5206379890441895,14.014996528625488,5.859450340270996,4.442800998687744,5.136825084686279,5.656595230102539,2.6778478622436523,3.7816967964172363,1.3974015712738037,3.0543620586395264,3.6043007373809814,2.1074907779693604,7.204467296600342,6.693638801574707,132.25674438476562,101.2689208984375,-471.4369201660156,1.7484865188598633,2.3634707927703857,0.0,1,1,1,1,1,0,0
26.537675857543945,4.650173664093018,15.060879707336426,5.727849006652832,4.397088527679443,5.112222194671631,5.160470485687256,2.0664005279541016,3.7320022583007812,1.0363013744354248,3.154799461364746,3.4986486434936523,1.4410256147384644,7.059289455413818,6.487600803375244,135.9762725830078,104.65916442871094,-469.6348571777344,1.7476119995117188,2.372453451156616,0.0,1,1,1,1,1,0,0
