th1,th2,th3,in1,in2,in3,mi1,mi2,mi3,ri1,ri2,ri3,pi1,pi2,pi3,pnx,pny,pnz,hand_side,th_open,in_open,mi_open,ri_open,pi_open,ti_touch,tm_touch
22.107704162597656,3.619349241256714,10.505132675170898,8.929028511047363,5.296885967254639,4.290594577789307,5.706921577453613,5.9973955154418945,3.3162224292755127,5.598042964935303,3.873539447784424,4.6424150466918945,8.356947898864746,4.203347206115723,6.487658500671387,80.44645690917969,118.9696273803711,-478.9306640625,0.0,1,1,1,1,1,0,0
21.316808700561523,4.093748569488525,8.732240676879883,9.365572929382324,5.190169811248779,3.7866556644439697,5.713678359985352,6.062154769897461,2.9195315837860107,5.398624897003174,4.003654479980469,4.897887706756592,8.725069999694824,4.364418983459473,6.416241645812988,76.17985534667969,115.17901611328125,-480.5522155761719,0.0,1,1,1,1,1,0,0
21.549097061157227,3.3437557220458984,9.719015121459961,9.432758331298828,5.340931415557861,3.887498617172241,5.729963302612305,6.057394981384277,2.994222640991211,5.189261436462402,3.850707769393921,4.9604716300964355,7.908613204956055,4.695066452026367,6.447094440460205,71.68438720703125,117.32183837890625,-480.7254333496094,0.0,1,1,1,1,1,0,0
20.396087646484375,3.52458119392395,6.811259746551514,9.606489181518555,5.463679313659668,3.944464921951294,5.781773090362549,6.2139458656311035,3.023419141769409,5.037540912628174,4.338197231292725,4.888190746307373,7.656097888946533,4.803482532501221,6.525367259979248,75.19892120361328,117.89794158935547,-480.0470886230469,0.0,1,1,1,1,1,0,0
20.954059600830078,3.6905264854431152,7.935135841369629,9.474052429199219,5.425719261169434,3.7365105152130127,5.91509485244751,6.449390888214111,2.8491220474243164,5.2510905265808105,4.450344562530518,4.952157497406006,8.201208114624023,4.792332649230957,6.541261672973633,74.14570617675781,117.87968444824219,-480.2153625488281,0.0,1,1,1,1,1,0,0
20.614334106445312,3.4636178016662598,8.036978721618652,9.49360466003418,5.585220813751221,3.9338266849517822,5.8533854484558105,6.271780967712402,2.930776834487915,4.998726844787598,4.441902160644531,4.957517147064209,7.520588397979736,4.842824935913086,6.579910755157471,72.15318298339844,116.19124603271484,-480.9298400878906,0.0,1,1,1,1,1,0,0
19.862024307250977,3.627979278564453,6.917852878570557,9.779914855957031,5.71633243560791,3.9114339351654053,6.078596115112305,6.6971306800842285,2.9456067085266113,5.2794036865234375,5.023694038391113,5.229034423828125,7.239203453063965,4.692682266235352,6.5176873207092285,74.70897674560547,116.28547668457031,-480.51666259765625,0.0,1,1,1,1,1,0,0
19.47007179260254,3.6066720485687256,6.346926212310791,9.891486167907715,5.792452335357666,3.9783971309661865,6.0462470054626465,6.587349891662598,3.02799654006958,4.962058067321777,5.041098117828369,5.332753658294678,6.06743049621582,5.184806823730469,6.483765602111816,72.92089080810547,118.01556396484375,-480.3695068359375,0.0,1,1,1,1,1,0,0
19.889314651489258,3.51472806930542,7.028102397918701,9.977164268493652,6.01672887802124,3.9836184978485107,5.98075008392334,6.894155025482178,3.0578784942626953,4.78548002243042,5.215588569641113,5.156393527984619,5.062067031860352,5.243752956390381,6.38157320022583,75.03765869140625,116.74421691894531,-480.35418701171875,0.0,1,1,1,1,1,0,0
19.562849044799805,3.4877281188964844,5.6862359046936035,9.821295738220215,6.093038558959961,3.9297728538513184,5.890162944793701,7.121688365936279,2.955303430557251,4.5812554359436035,5.037617206573486,4.9826483726501465,5.412421703338623,5.101521968841553,6.330272197723389,70.88873291015625,113.54769134521484,-481.74859619140625,0.0,1,1,1,1,1,0,0
